李丽	大家最近怎么样啊，很想念以前的日子	116.39044446536	39.917065662948	1
李响	大家最近怎么样啊，很想念以前的日子	116.27390100000	39.99957399980	1
刘芳	大家最近怎么样啊，很想念以前的日子	116.10450200000	42.21356566294	1
王静	大家最近怎么样啊，很想念以前的日子	100.23863200000	26.86919099980	0
牟阳	大家最近怎么样啊，很想念以前的日子	116.01979344000	40.36264246570	1
徐健	大家最近怎么样啊，很想念以前的日子	117.93368351900	40.99443982470	0
王强	大家最近怎么样啊，很想念以前的日子	116.41284000000	39.88370600030	1
小龙	大家最近怎么样啊，很想念以前的日子	120.60890000100	31.31104499940	1
张明	大家最近怎么样啊，很想念以前的日子	112.18177900000	37.21079100030	0
王明	大家最近怎么样啊，很想念以前的日子	109.25541296500	34.38278461430	0
李波	大家最近怎么样啊，很想念以前的日子	106.54909776700	29.56079882680	1
王凯	大家最近怎么样啊，很想念以前的日子	114.72136800000	24.60591999980	1
高明	大家最近怎么样啊，很想念以前的日子	94.43329999990	40.90000000000	0
李昭	大家最近怎么样啊，很想念以前的日子	91.11923900000	29.65496700030	0
赵龙	大家最近怎么样啊，很想念以前的日子	112.47460387100	34.55494975110	1
孔林	大家最近怎么样啊，很想念以前的日子	116.98986696800	35.59155010030	1
清东	大家最近怎么样啊，很想念以前的日子	112.63225384200	31.23019146760	1
青城	大家最近怎么样啊，很想念以前的日子	103.82117849200	30.92349052700	1
皖宏	大家最近怎么样啊，很想念以前的日子	117.98796410400	30.00049298100	0
高族	大家最近怎么样啊，很想念以前的日子	126.18722200000	41.15694399980	1
史城	大家最近怎么样啊，很想念以前的日子	113.53600000100	22.19100000280	1
李山家	大家最近怎么样啊，很想念以前的日子	115.98527039900	29.55300602240	0
安阳	大家最近怎么样啊，很想念以前的日子	114.32565200000	36.11756099970	1
开平	大家最近怎么样啊，很想念以前的日子	112.56805347700	22.28625683860	1
福楼	大家最近怎么样啊，很想念以前的日子	118.12141555800	24.47001367120	1
赵台	大家最近怎么样啊，很想念以前的日子	113.60210600000	38.97731299960	1
王风	有时间出来聚一下啊	103.91844500000	33.25985100030	0
黄龙名	有时间出来聚一下啊	103.81598400900	32.74878027600	0
武名江	有时间出来聚一下啊	110.26798871800	29.39890754130	1
江娜	有时间出来聚一下啊	98.85738694050	25.84409512540	0
王璐	有时间出来聚一下啊	103.00034750600	30.83190966730	0
王敏	有时间出来聚一下啊	103.27136802200	24.75907102430	1
计雨含	有时间出来聚一下啊	107.88696901600	25.41115702080	0
李阳	有时间出来聚一下啊	107.75926699000	29.32598699320	1
涂凡丽	有时间出来聚一下啊	118.07351645700	28.87380592580	1
马迪	下周末我要出去玩，有没有一起的产	117.13535400800	36.19208400850	1
王超	下周末我要出去玩，有没有一起的产	118.16963200000	30.11097900020	1
孙超	下周末我要出去玩，有没有一起的产	103.37913952900	29.59136651580	0
郑强	下周末我要出去玩，有没有一起的产	118.03530400700	27.75665803440	0
陈丽丽	大家最近怎么样啊，很想念以前的日子	113.05042006900	34.45360014460	1
李慎	有时间出来聚一下啊	110.81767755500	26.37477473720	0
周表	大家最近怎么样啊，很想念以前的日子	115.91966265900	39.65246083520	1
